,DATE,PERMNO,GVKEY,CUSIP,TICKER,NAME,RETURN.OLD,RETURN,RETURN.DIFF,GSECTOR,SECTORNAMES,SECTOR,MKTCAP,ENTVAL,P2B,EV2S,SIZE
24,2004-06-01,19561,2285,97023105,BA,BOEING CO,0.115502,0.115502,0,20,Industrials,INDUST,40.82029692,48.29529692,4.561436688,0.92251102,10.61693471
25,2004-06-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.027547,0.027826,0,40,Financials,FINS,171.8909754,335.3249754,1.799924349,5.058302289,12.05461569
26,2004-06-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.05428,0.05428,0,20,Industrials,INDUST,27.22663008,48.17363008,4.119006064,1.588211462,10.21195082
27,2004-06-01,14541,2991,166764100,CVX,CHEVRON CORP,0.04104,0.04104,0,10,Energy,ENERGY,100.2341141,103.0221141,2.443185154,0.743133722,11.51526387
28,2004-06-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.028241,0.028241,0,15,Materials,MATRLS,44.36607412,48.40007412,4.330087265,1.602863761,10.70023036
29,2004-06-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.047558,0.047399,0,20,Industrials,INDUST,342.0872028,667.5302028,3.480669938,4.577642931,12.74282096
30,2004-06-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,-0.002825,-0.002924,0,45,InformationTechnology,INFOTK,61.0545,53.8775,1.577187363,0.713080364,11.01952219
31,2004-06-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,-0.004967,-0.004967,0,45,InformationTechnology,INFOTK,147.6681748,161.4011748,5.122031731,1.746917209,11.90272297
32,2004-06-01,59328,6008,458140100,INTC,INTEL CORP,-0.033275,-0.033275,0,45,InformationTechnology,INFOTK,177.054,163.904,4.587723162,5.090818735,12.08421005
33,2004-06-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,-0.000179,-0.000179,0,35,HealthCare,HEALTH,165.3045662,157.9715662,5.500617802,3.438949107,12.01554491
34,2004-06-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.052389,0.052389,0,40,Financials,FINS,80.93256885,154.3905689,1.801223379,3.430596588,11.3013716
35,2004-06-01,11308,3144,191216100,KO,COCA-COLA CO,-0.012074,-0.012159,0,30,ConsumerStaples,COSTAP,122.4515571,123.8225571,8.16180478,5.234298154,11.71547078
36,2004-06-01,22592,7435,88579Y101,MMM,3M CO,0.064451,0.064451,0,20,Industrials,INDUST,70.45109703,70.79809703,8.330506921,3.531429421,11.16267409
37,2004-06-01,22752,7257,58933Y105,MRK,MERCK & CO,0.012051,0.011971,0,35,HealthCare,HEALTH,105.4545125,105.8824125,6.215125034,4.395795796,11.56603498
38,2004-06-01,21936,8530,717081103,PFE,PFIZER INC,-0.029994,-0.029994,0,35,HealthCare,HEALTH,258.8406013,260.3266013,3.892339869,5.30196744,12.46396771
39,2004-06-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.009831,0.009831,0,30,ConsumerStaples,COSTAP,138.4865407,153.4355407,8.129529834,2.959333836,11.83852842
40,2004-06-01,66093,9899,00206R102,T,AT&T INC,0.023207,0.023207,0,50,Telecommunications,TELCOM,80.35584275,86.04584275,2.045719011,2.109794104,11.29422008
41,2004-06-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.081196,0.081196,0,20,Industrials,INDUST,46.80400388,49.75100388,3.750320824,1.309099144,10.75372403
42,2004-06-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.046559,0.046559,0,50,Telecommunications,TELCOM,100.1908569,140.0808569,2.938234462,1.972080991,11.51483222
43,2004-06-01,55976,11259,931142103,WMT,WAL-MART STORES INC,-0.053293,-0.057958,0.005,30,ConsumerStaples,COSTAP,224.8956141,251.7746141,5.212674164,0.892615201,12.32339164
44,2004-06-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.026821,0.026821,0,10,Energy,ENERGY,288.93146,279.98346,3.089019725,1.116254665,12.57394478
45,2004-07-01,24643,1356,13817101,AA,ALCOA INC,-0.030276,-0.030276,0,15,Materials,MATRLS,29.23938961,35.32738961,2.339151169,1.51802121,10.28327204
46,2004-07-01,19561,2285,97023105,BA,BOEING CO,-0.006655,-0.006655,0,20,Industrials,INDUST,41.33616036,49.29816036,4.332022674,0.937084861,10.62949295
47,2004-07-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.004609,0.004609,0,40,Financials,FINS,175.4458998,345.6148998,1.795026599,4.853869162,12.07508601
48,2004-07-01,18542,2817,149123101,CAT,CATERPILLAR INC,-0.069738,-0.070098,0,20,Industrials,INDUST,27.4524362,49.3084362,3.910046461,1.609493282,10.22021019
49,2004-07-01,14541,2991,166764100,CVX,CHEVRON CORP,0.016364,0.016364,0,10,Energy,ENERGY,113.6423477,114.4553477,2.652592028,0.7615937,11.64081149
50,2004-07-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,-0.034894,-0.034894,0,15,Materials,MATRLS,42.5294612,47.3604612,4.244457206,2.0509467,10.65795232
51,2004-07-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.026235,0.026234,0,20,Industrials,INDUST,355.0122261,684.4372261,3.488138048,7.057800138,12.77990751
52,2004-07-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,-0.045024,-0.045024,0,45,InformationTechnology,INFOTK,61.0545,53.8775,1.577187363,0.713080364,11.01952219
53,2004-07-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,-0.012252,-0.012252,0,45,InformationTechnology,INFOTK,142.7311208,155.0111208,4.805438044,1.659719054,11.86871787
54,2004-07-01,59328,6008,458140100,INTC,INTEL CORP,-0.116667,-0.116667,0,45,InformationTechnology,INFOTK,126.83938,111.77738,3.320837282,3.298824814,11.75067684
55,2004-07-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,-0.00772,-0.00772,0,35,HealthCare,HEALTH,167.2111549,157.5321549,5.306100813,3.408901474,12.02701269
56,2004-07-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,-0.028372,-0.028623,0,40,Financials,FINS,141.6005408,272.2455408,1.35058316,4.113464596,11.86076528
57,2004-07-01,11308,3144,191216100,KO,COCA-COLA CO,-0.131141,-0.131141,0,30,ConsumerStaples,COSTAP,96.768009,97.766009,6.471045138,4.36767374,11.48007173
58,2004-07-01,22592,7435,88579Y101,MMM,3M CO,-0.084991,-0.084991,0,20,Industrials,INDUST,62.25936398,62.72036398,7.159540476,3.155582812,11.03906423
59,2004-07-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.045263,-0.045263,0,35,HealthCare,HEALTH,73.159383,72.789183,4.226056841,3.017943803,11.20039567
60,2004-07-01,21936,8530,717081103,PFE,PFIZER INC,-0.067678,-0.067678,0,35,HealthCare,HEALTH,230.448447,230.584447,3.379851972,4.49272167,12.34778246
61,2004-07-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,-0.037472,-0.03765,0,30,ConsumerStaples,COSTAP,137.286204,152.000204,7.579847836,2.764846551,11.82982311
62,2004-07-01,66093,9899,00206R102,T,AT&T INC,0.057835,0.058681,-0.001,50,Telecommunications,TELCOM,86.0349933,90.7829933,2.139641714,2.205183475,11.36250939
63,2004-07-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.022081,0.022081,0,20,Industrials,INDUST,47.72119534,50.44019534,3.660162244,1.350256862,10.77313092
64,2004-07-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.075573,0.076428,-0.001,50,Telecommunications,TELCOM,109.041566,147.962566,3.100061581,2.031783012,11.59948443
65,2004-07-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.004738,0.009714,-0.005,30,ConsumerStaples,COSTAP,224.8956141,251.7746141,5.212674164,0.892615201,12.32339164
66,2004-07-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.042558,0.042558,0,10,Energy,ENERGY,311.7911357,301.1901357,3.266812679,1.110435693,12.65008881
67,2004-08-01,24643,1356,13817101,AA,ALCOA INC,0.01561,0.015774,0,15,Materials,MATRLS,29.23938961,35.32738961,2.339151169,1.51802121,10.28327204
68,2004-08-01,19561,2285,97023105,BA,BOEING CO,0.032906,0.033131,0,20,Industrials,INDUST,41.33616036,49.29816036,4.332022674,0.937084861,10.62949295
69,2004-08-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.058228,0.058228,0,40,Financials,FINS,175.4458998,345.6148998,1.795026599,4.853869162,12.07508601
70,2004-08-01,18542,2817,149123101,CAT,CATERPILLAR INC,-0.01075,-0.01075,0,20,Industrials,INDUST,27.4524362,49.3084362,3.910046461,1.609493282,10.22021019
71,2004-08-01,14541,2991,166764100,CVX,CHEVRON CORP,0.027705,0.027848,0,10,Energy,ENERGY,113.6423477,114.4553477,2.652592028,0.7615937,11.64081149
72,2004-08-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,-0.006065,-0.005899,0,15,Materials,MATRLS,42.5294612,47.3604612,4.244457206,2.0509467,10.65795232
73,2004-08-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,-0.013835,-0.013835,0,20,Industrials,INDUST,355.0122261,684.4372261,3.488138048,7.057800138,12.77990751
74,2004-08-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,-0.112159,-0.112159,0,45,InformationTechnology,INFOTK,54.3147816,48.4747816,1.445926462,0.566585413,10.90255169
75,2004-08-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,-0.025267,-0.025275,0,45,InformationTechnology,INFOTK,142.7311208,155.0111208,4.805438044,1.659719054,11.86871787
76,2004-08-01,59328,6008,458140100,INTC,INTEL CORP,-0.125102,-0.125296,0,45,InformationTechnology,INFOTK,126.83938,111.77738,3.320837282,3.298824814,11.75067684
77,2004-08-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.05636,0.056552,0,35,HealthCare,HEALTH,167.2111549,157.5321549,5.306100813,3.408901474,12.02701269
78,2004-08-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.060273,0.060273,0,40,Financials,FINS,141.6005408,272.2455408,1.35058316,4.113464596,11.86076528
79,2004-08-01,11308,3144,191216100,KO,COCA-COLA CO,0.01938,0.01938,0,30,ConsumerStaples,COSTAP,96.768009,97.766009,6.471045138,4.36767374,11.48007173
80,2004-08-01,22592,7435,88579Y101,MMM,3M CO,0.004371,0.004597,0,20,Industrials,INDUST,62.25936398,62.72036398,7.159540476,3.155582812,11.03906423
81,2004-08-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.008379,-0.008379,0,35,HealthCare,HEALTH,73.159383,72.789183,4.226056841,3.017943803,11.20039567
82,2004-08-01,21936,8530,717081103,PFE,PFIZER INC,0.027534,0.027765,0,35,HealthCare,HEALTH,230.448447,230.584447,3.379851972,4.49272167,12.34778246
83,2004-08-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.07325,0.07325,0,30,ConsumerStaples,COSTAP,137.286204,152.000204,7.579847836,2.764846551,11.82982311
84,2004-08-01,66093,9899,00206R102,T,AT&T INC,0.017759,0.017759,0,50,Telecommunications,TELCOM,86.0349933,90.7829933,2.139641714,2.205183475,11.36250939
85,2004-08-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.008128,0.008214,0,20,Industrials,INDUST,47.72119534,50.44019534,3.660162244,1.350256862,10.77313092
86,2004-08-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.018422,0.018422,0,50,Telecommunications,TELCOM,109.041566,147.962566,3.100061581,2.031783012,11.59948443
87,2004-08-01,55976,11259,931142103,WMT,WAL-MART STORES INC,-0.003962,-0.004059,0,30,ConsumerStaples,COSTAP,228.3440286,257.3480286,5.087199319,0.928625143,12.33860867
88,2004-08-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.001512,0.001652,0,10,Energy,ENERGY,311.7911357,301.1901357,3.266812679,1.110435693,12.65008881
89,2004-09-01,24643,1356,13817101,AA,ALCOA INC,0.037369,0.037369,0,15,Materials,MATRLS,29.23938961,35.32738961,2.339151169,1.51802121,10.28327204
90,2004-09-01,19561,2285,97023105,BA,BOEING CO,-0.01149,-0.01149,0,20,Industrials,INDUST,41.33616036,49.29816036,4.332022674,0.937084861,10.62949295
91,2004-09-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,-0.026678,-0.026948,0,40,Financials,FINS,175.4458998,345.6148998,1.795026599,4.853869162,12.07508601
92,2004-09-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.106602,0.106602,0,20,Industrials,INDUST,27.4524362,49.3084362,3.910046461,1.609493282,10.22021019
93,2004-09-01,14541,2991,166764100,CVX,CHEVRON CORP,0.100308,0.100308,0,10,Energy,ENERGY,113.6423477,114.4553477,2.652592028,0.7615937,11.64081149
94,2004-09-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.012778,0.012778,0,15,Materials,MATRLS,42.5294612,47.3604612,4.244457206,2.0509467,10.65795232
95,2004-09-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.030192,0.030165,0,20,Industrials,INDUST,355.0122261,684.4372261,3.488138048,7.057800138,12.77990751
96,2004-09-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.052543,0.052676,0,45,InformationTechnology,INFOTK,54.3147816,48.4747816,1.445926462,0.566585413,10.90255169
97,2004-09-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.012398,0.012398,0,45,InformationTechnology,INFOTK,142.7311208,155.0111208,4.805438044,1.659719054,11.86871787
98,2004-09-01,59328,6008,458140100,INTC,INTEL CORP,-0.057774,-0.057774,0,45,InformationTechnology,INFOTK,126.83938,111.77738,3.320837282,3.298824814,11.75067684
99,2004-09-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,-0.030465,-0.030465,0,35,HealthCare,HEALTH,167.2111549,157.5321549,5.306100813,3.408901474,12.02701269
100,2004-09-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,0.00379,0.00379,0,40,Financials,FINS,141.6005408,272.2455408,1.35058316,4.113464596,11.86076528
101,2004-09-01,11308,3144,191216100,KO,COCA-COLA CO,-0.098636,-0.098984,0,30,ConsumerStaples,COSTAP,96.768009,97.766009,6.471045138,4.36767374,11.48007173
102,2004-09-01,22592,7435,88579Y101,MMM,3M CO,-0.029019,-0.029019,0,20,Industrials,INDUST,62.25936398,62.72036398,7.159540476,3.155582812,11.03906423
103,2004-09-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.257727,-0.259924,0.002,35,HealthCare,HEALTH,73.159383,72.789183,4.226056841,3.017943803,11.20039567
104,2004-09-01,21936,8530,717081103,PFE,PFIZER INC,-0.063361,-0.063361,0,35,HealthCare,HEALTH,230.448447,230.584447,3.379851972,4.49272167,12.34778246
105,2004-09-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,-0.033053,-0.033053,0,30,ConsumerStaples,COSTAP,137.286204,152.000204,7.579847836,2.764846551,11.82982311
106,2004-09-01,66093,9899,00206R102,T,AT&T INC,0.006204,0.006204,0,50,Telecommunications,TELCOM,86.0349933,90.7829933,2.139641714,2.205183475,11.36250939
107,2004-09-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,-0.005644,-0.005644,0,20,Industrials,INDUST,47.72119534,50.44019534,3.660162244,1.350256862,10.77313092
108,2004-09-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.003312,0.003312,0,50,Telecommunications,TELCOM,109.041566,147.962566,3.100061581,2.031783012,11.59948443
109,2004-09-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.010063,0.010063,0,30,ConsumerStaples,COSTAP,228.3440286,257.3480286,5.087199319,0.928625143,12.33860867
110,2004-09-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.048373,0.048373,0,10,Energy,ENERGY,311.7911357,301.1901357,3.266812679,1.110435693,12.65008881
111,2004-10-01,24643,1356,13817101,AA,ALCOA INC,-0.03245,-0.03245,0,15,Materials,MATRLS,27.3661916,33.2091916,2.066152631,1.388576334,10.21706365
112,2004-10-01,19561,2285,97023105,BA,BOEING CO,-0.03332,-0.03332,0,20,Industrials,INDUST,41.06406754,49.74106754,3.638496149,0.933999315,10.62288875
113,2004-10-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.033695,0.033695,0,40,Financials,FINS,190.1471965,353.9071965,1.913450163,4.805126766,12.15555377
114,2004-10-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.006215,0.006225,0,20,Industrials,INDUST,33.43978687,56.51978687,4.478342958,1.646079534,10.41750169
115,2004-10-01,14541,2991,166764100,CVX,CHEVRON CORP,-0.010813,-0.010813,0,10,Energy,ENERGY,110.6448712,111.1748712,2.446271749,0.704315995,11.61408099
116,2004-10-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.001636,0.001635,0,15,Materials,MATRLS,48.77242605,51.72042605,4.378135193,2.136854489,10.79492039
117,2004-10-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.016081,0.016081,0,20,Industrials,INDUST,386.402067,733.532067,3.486722435,4.609930034,12.86463373
118,2004-10-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,-0.0048,-0.0048,0,45,InformationTechnology,INFOTK,54.3147816,48.4747816,1.445926462,0.566585413,10.90255169
119,2004-10-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.046769,0.046769,0,45,InformationTechnology,INFOTK,162.2224594,174.5794594,5.4534057,1.577278192,11.99672388
120,2004-10-01,59328,6008,458140100,INTC,INTEL CORP,0.109671,0.109671,0,45,InformationTechnology,INFOTK,146.25767,129.98967,3.791121335,3.385853042,11.89312521
121,2004-10-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.036393,0.036393,0,35,HealthCare,HEALTH,188.4222787,178.3832787,5.922807615,3.497162772,12.14644089
122,2004-10-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,-0.019884,-0.020184,0,40,Financials,FINS,138.7270109,235.6740109,1.317270362,3.370045343,11.84026333
123,2004-10-01,11308,3144,191216100,KO,COCA-COLA CO,0.015231,0.015231,0,30,ConsumerStaples,COSTAP,100.324876,100.734876,6.295881767,4.839300344,11.51616896
124,2004-10-01,22592,7435,88579Y101,MMM,3M CO,-0.030011,-0.030011,0,20,Industrials,INDUST,63.48262226,63.61762226,6.117038183,3.124023878,11.05852148
125,2004-10-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.051212,-0.051212,0,35,HealthCare,HEALTH,70.98565746,70.76845746,4.106017831,3.078013599,11.17023313
126,2004-10-01,21936,8530,717081103,PFE,PFIZER INC,-0.053922,-0.053922,0,35,HealthCare,HEALTH,200.94897,199.60097,2.951442609,3.343847919,12.21080627
127,2004-10-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,-0.049704,-0.049842,0,30,ConsumerStaples,COSTAP,138.944808,154.020808,7.070982595,2.664351093,11.84183207
128,2004-10-01,66093,9899,00206R102,T,AT&T INC,-0.014547,-0.015258,0.001,50,Telecommunications,TELCOM,85.06450224,111.1705022,2.100150658,2.701723103,11.3511651
129,2004-10-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,-0.005997,-0.005997,0,20,Industrials,INDUST,52.8219783,56.1479783,3.770843682,1.441613903,10.87468264
130,2004-10-01,65875,2136,92343V104,VZ,VERIZON COMMUNICATIONS INC,0.002666,0.00226,0,50,Telecommunications,TELCOM,112.1986025,146.9186025,2.987183241,2.011150995,11.62802582
131,2004-10-01,55976,11259,931142103,WMT,WAL-MART STORES INC,0.013534,0.013534,0,30,ConsumerStaples,COSTAP,228.3440286,257.3480286,5.087199319,0.928625143,12.33860867
132,2004-10-01,11850,4503,30231G102,XOM,EXXON MOBIL CORP,0.018415,0.018415,0,10,Energy,ENERGY,328.11526,313.27326,3.224529856,1.060792564,12.70112023
133,2004-11-01,24643,1356,13817101,AA,ALCOA INC,0.050154,0.05045,0,15,Materials,MATRLS,27.3661916,33.2091916,2.066152631,1.388576334,10.21706365
134,2004-11-01,19561,2285,97023105,BA,BOEING CO,0.077555,0.077686,0,20,Industrials,INDUST,41.06406754,49.74106754,3.638496149,0.933999315,10.62288875
135,2004-11-01,59408,7647,60505104,BAC,BANK OF AMERICA CORP,0.033043,0.033043,0,40,Financials,FINS,190.1471965,353.9071965,1.913450163,4.805126766,12.15555377
136,2004-11-01,18542,2817,149123101,CAT,CATERPILLAR INC,0.136702,0.136702,0,20,Industrials,INDUST,33.43978687,56.51978687,4.478342958,1.646079534,10.41750169
137,2004-11-01,14541,2991,166764100,CVX,CHEVRON CORP,0.036562,0.036853,0,10,Energy,ENERGY,110.6448712,111.1748712,2.446271749,0.704315995,11.61408099
138,2004-11-01,11703,4087,263534109,DD,DU PONT (E I) DE NEMOURS,0.065314,0.065505,0,15,Materials,MATRLS,48.77242605,51.72042605,4.378135193,2.136854489,10.79492039
139,2004-11-01,12060,5047,369604103,GE,GENERAL ELECTRIC CO,0.036342,0.036342,0,20,Industrials,INDUST,386.402067,733.532067,3.486722435,4.609930034,12.86463373
140,2004-11-01,27828,5606,428236103,HPQ,HEWLETT-PACKARD CO,0.071811,0.071811,0,45,InformationTechnology,INFOTK,56.85018,50.46118,1.506923077,0.588015988,10.94817467
141,2004-11-01,12490,6066,459200101,IBM,INTL BUSINESS MACHINES CORP,0.052033,0.052058,0,45,InformationTechnology,INFOTK,162.2224594,174.5794594,5.4534057,1.577278192,11.99672388
142,2004-11-01,59328,6008,458140100,INTC,INTEL CORP,0.007188,0.007173,0,45,InformationTechnology,INFOTK,146.25767,129.98967,3.791121335,3.385853042,11.89312521
143,2004-11-01,22111,6266,478160104,JNJ,JOHNSON & JOHNSON,0.038112,0.038113,0,35,HealthCare,HEALTH,188.4222787,178.3832787,5.922807615,3.497162772,12.14644089
144,2004-11-01,47896,2968,46625H100,JPM,JPMORGAN CHASE & CO,-0.024611,-0.024611,0,40,Financials,FINS,138.7270109,235.6740109,1.317270362,3.370045343,11.84026333
145,2004-11-01,11308,3144,191216100,KO,COCA-COLA CO,-0.027054,-0.0271,0,30,ConsumerStaples,COSTAP,100.324876,100.734876,6.295881767,4.839300344,11.51616896
146,2004-11-01,22592,7435,88579Y101,MMM,3M CO,0.030682,0.030578,0,20,Industrials,INDUST,63.48262226,63.61762226,6.117038183,3.124023878,11.05852148
147,2004-11-01,22752,7257,58933Y105,MRK,MERCK & CO,-0.105078,-0.105078,0,35,HealthCare,HEALTH,70.98565746,70.76845746,4.106017831,3.078013599,11.17023313
148,2004-11-01,21936,8530,717081103,PFE,PFIZER INC,-0.034888,-0.034986,0,35,HealthCare,HEALTH,200.94897,199.60097,2.951442609,3.343847919,12.21080627
149,2004-11-01,18163,8762,742718109,PG,PROCTER & GAMBLE CO,0.044939,0.044939,0,30,ConsumerStaples,COSTAP,138.944808,154.020808,7.070982595,2.664351093,11.84183207
150,2004-11-01,66093,9899,00206R102,T,AT&T INC,-0.003563,-0.003563,0,50,Telecommunications,TELCOM,85.06450224,111.1705022,2.100150658,2.701723103,11.3511651
151,2004-11-01,17830,10983,913017109,UTX,UNITED TECHNOLOGIES CORP,0.055053,0.055073,0,20,Industrials,INDUST,52.8219783,56.1479783,3.770843682,1.441613903,10.87468264
